,Unnamed: 0,name,score,beer style,abv,cal,city,country,link,lat,lon
974,974,Granizo Foxy Lady,3.19,Imperial Stout,12.1,363.0,Olmue,Chile,/beer/granizo-foxy-lady/358152/,-34.971180700000005,-71.22962340000001
975,975,Cerveza +56 Oatmeal Stout,3.18,Stout,7.5,225.0,Santiago,Chile,/beer/cerveza-56-oatmeal-stout/344167/,-33.4377968,-70.65044509999998
976,976,Cruzana Quinoa,3.18,Specialty Grain,5.0,150.0,Santa Cruz,Chile,/beer/cruzana-quinoa/160856/,-34.640324299999996,-71.3661297
977,977,Spoh IPA,3.18,India Pale Ale (IPA),6.0,180.0,Santiago,Chile,/beer/spoh-ipa/314609/,-33.4377968,-70.65044509999998
978,978,Zigurat American Pale Ale,3.18,American Pale Ale,5.0,150.0,Santiago,Chile,/beer/zigurat-american-pale-ale/389563/,-33.4377968,-70.65044509999998
979,979,Boxing Cat King Louie Imperial Stout,3.62,Imperial Stout,8.0,240.0,Shanghai,China,/beer/boxing-cat-king-louie-imperial-stout/163464/,31.2253441,121.4888922
980,980,Boxing Cat Bourbon King Louie Imperial Stout,3.56,Imperial Stout,8.9,267.0,Shanghai,China,/beer/boxing-cat-bourbon-king-louie-imperial-stout/174120/,31.2253441,121.4888922
981,981,Jing A Flying Fist IPA,3.52,India Pale Ale (IPA),6.5,195.0,Beijing,China,/beer/jing-a-flying-fist-ipa/234484/,39.9059631,116.391248
982,982,Boxing Cat Sugar Daddy,3.48,Imperial Porter,10.5,315.0,Shanghai,China,/beer/boxing-cat-sugar-daddy/306759/,31.2253441,121.4888922
983,983,Boxing Cat Bare Knuckle Barleywine,3.47,Barley Wine,10.2,306.0,Shanghai,China,/beer/boxing-cat-bare-knuckle-barleywine/199031/,31.2253441,121.4888922
984,984,Boxing Cat Suckerpunch Pale,3.46,American Pale Ale,5.5,165.0,Shanghai,China,/beer/boxing-cat-suckerpunch-pale/113817/,31.2253441,121.4888922
985,985,Boxing Cat Big Boy Double IPA,3.45,Imperial IPA,9.4,282.0,Shanghai,China,/beer/boxing-cat-big-boy-double-ipa/144510/,31.2253441,121.4888922
986,986,Slow Boat The First Immortal DIPA,3.45,Imperial IPA,8.0,240.0,Beijing,China,/beer/slow-boat-the-first-immortal-dipa/249692/,39.9059631,116.391248
987,987,Boxing Cat TKO India Pale Ale,3.45,India Pale Ale (IPA),6.3,189.0,Shanghai,China,/beer/boxing-cat-tko-india-pale-ale/113816/,31.2253441,121.4888922
988,988,Jing-A (京A) Lychee Xanadu,3.43,Berliner Weisse,5.6,168.0,Beijing,China,/beer/jing-a-20140a-lychee-xanadu/529471/,39.9059631,116.391248
989,989,Boxing Cat Sugar Daddy (Cognac Barrel Aged),3.42,Imperial Porter,14.5,435.0,Shanghai,China,/beer/boxing-cat-sugar-daddy-cognac-barrel-aged/392930/,31.2253441,121.4888922
990,990,Great Leap Negrito Generalissimo Black IPA,3.42,Black IPA,7.1,213.0,Beijing,China,/beer/great-leap-negrito-generalissimo-black-ipa/179405/,39.9059631,116.391248
991,991,Boxing Cat Bare Knuckle Barleywine (Cognac Barrel Aged),3.41,Barley Wine,13.2,396.0,Shanghai,China,/beer/boxing-cat-bare-knuckle-barleywine-cognac-barrel-aged/419612/,31.2253441,121.4888922
992,992,Great Leap Liu the Brave Stout,3.41,Stout,6.5,195.0,Beijing,China,/beer/great-leap-liu-the-brave-stout/264101/,39.9059631,116.391248
993,993,Boxing Cat Contender Extra Pale Ale,3.41,American Pale Ale,4.9,147.0,Shanghai,China,/beer/boxing-cat-contender-extra-pale-ale/199024/,31.2253441,121.4888922
994,994,Boxing Cat Tripel Threat,3.4,Abbey Tripel,7.8,234.0,Shanghai,China,/beer/boxing-cat-tripel-threat/144508/,31.2253441,121.4888922
995,995,Great Leap Hop God 120 Imperial IPA,3.4,Imperial IPA,7.8,234.0,Beijing,China,/beer/great-leap-hop-god-120-imperial-ipa/150170/,39.9059631,116.391248
996,996,Boxing Cat Full Nelson Saison,3.38,Saison,6.9,207.0,Shanghai,China,/beer/boxing-cat-full-nelson-saison/394505/,31.2253441,121.4888922
997,997,Boxing Cat Donkey Punch Porter,3.38,Porter,5.6,168.0,Shanghai,China,/beer/boxing-cat-donkey-punch-porter/199026/,31.2253441,121.4888922
998,998,Boxing Cat Nose Breaking Red IPA,3.38,India Pale Ale (IPA),7.3,219.0,Shanghai,China,/beer/boxing-cat-nose-breaking-red-ipa/394507/,31.2253441,121.4888922
999,999,Tipsy Face Black IPA,3.38,Black IPA,6.9,207.0,Beijing,China,/beer/tipsy-face-black-ipa/260728/,39.9059631,116.391248
1000,1000,Jing-A (京A) Enlightenment,3.37,Imperial Stout,8.0,240.0,Beijing,China,/beer/jing-a-20140a-enlightenment/522822/,39.9059631,116.391248
1001,1001,Boxing Cat Purple Rain,3.36,Berliner Weisse,3.7,111.0,Shanghai,China,/beer/boxing-cat-purple-rain/513274/,31.2253441,121.4888922
1002,1002,Great Leap Chesty Puller American IPA,3.36,India Pale Ale (IPA),6.3,189.0,Beijing,China,/beer/great-leap-chesty-puller-american-ipa/278942/,39.9059631,116.391248
1003,1003,Jing-A (京A) Spring Blizzard IPA,3.35,India Pale Ale (IPA),6.8,204.0,Beijing,China,/beer/jing-a-20140a-spring-blizzard-ipa/510935/,39.9059631,116.391248
1004,1004,Jing A (京A) Watermelon Xanadu Berliner Weisse,3.34,Berliner Weisse,5.6,168.0,Beijing,China,/beer/jing-a-20140a-watermelon-xanadu-berliner-weisse/440027/,39.9059631,116.391248
1005,1005,Boxing Cat Right Hook Helles,3.34,Dortmunder/Helles,4.5,135.0,Shanghai,China,/beer/boxing-cat-right-hook-helles/113818/,31.2253441,121.4888922
1006,1006,Jing A Guizhou Smoked Chili Porter,3.34,Smoked,5.5,165.0,Beijing,China,/beer/jing-a-guizhou-smoked-chili-porter/304815/,39.9059631,116.391248
1007,1007,Boxing Cat Firecracker Imperial Red Ale,3.33,Amber Ale,7.5,225.0,Shanghai,China,/beer/boxing-cat-firecracker-imperial-red-ale/144513/,31.2253441,121.4888922
1008,1008,Henrys Pale Ale,3.33,American Pale Ale,5.0,150.0,Shanghai,China,/beer/henrys-pale-ale/70319/,31.2253441,121.4888922
1009,1009,Great Leap Wall Builder Imperial Stout,3.33,Imperial Stout,10.0,300.0,Beijing,China,/beer/great-leap-wall-builder-imperial-stout/539770/,39.9059631,116.391248
1010,1010,Boxing Cat Undercard Imperial Brown Ale,3.33,Brown Ale,6.6,198.0,Shanghai,China,/beer/boxing-cat-undercard-imperial-brown-ale/211079/,31.2253441,121.4888922
1011,1011,Great Leap Little General IPA,3.32,India Pale Ale (IPA),6.5,195.0,Beijing,China,/beer/great-leap-little-general-ipa/150162/,39.9059631,116.391248
1012,1012,Boxing Cat Hoppy Bugger IPA,3.32,India Pale Ale (IPA),7.5,225.0,Shanghai,China,/beer/boxing-cat-hoppy-bugger-ipa/290832/,31.2253441,121.4888922
1013,1013,Boxing Cat Standing 8 Pilsner,3.32,Pilsener,4.9,147.0,Shanghai,China,/beer/boxing-cat-standing-8-pilsner/113820/,31.2253441,121.4888922
1014,1014,Boxing Cat Imperial Pilsner,3.32,Imperial Pils/Strong Pale Lager,9.2,276.0,Shanghai,China,/beer/boxing-cat-imperial-pilsner/482410/,31.2253441,121.4888922
1015,1015,Great Leap Liu the Brave BA Baijiu,3.31,Stout,8.5,255.0,Beijing,China,/beer/great-leap-liu-the-brave-ba-baijiu/517040/,39.9059631,116.391248
1016,1016,Boxing Cat Funky Barrel Full Nelson Saison,3.3,Saison,7.6,228.0,Shanghai,China,/beer/boxing-cat-funky-barrel-full-nelson-saison/392932/,31.2253441,121.4888922
1017,1017,Boxing Cat Brawlin Belgian Wit,3.3,Witbier,4.7,141.0,Shanghai,China,/beer/boxing-cat-brawlin-belgian-wit/144509/,31.2253441,121.4888922
1018,1018,Boxing Cat / The Celt Experience Cat Scratched Celt,3.3,Amber Ale,5.8,174.0,Shanghai,China,/beer/boxing-cat-the-celt-experience-cat-scratched-celt/199028/,31.2253441,121.4888922
1019,1019,Slow Boat Sea Anchor Imperial Vanilla Stout,3.29,Imperial Stout,8.0,240.0,Beijing,China,/beer/slow-boat-sea-anchor-imperial-vanilla-stout/197015/,39.9059631,116.391248
1020,1020,Boxing Cat Hoppy Ending White IPA,3.28,India Pale Ale (IPA),5.6,168.0,Shanghai,China,/beer/boxing-cat-hoppy-ending-white-ipa/183508/,31.2253441,121.4888922
1021,1021,Tipsy Face Summer IPA,3.27,India Pale Ale (IPA),6.3,189.0,Beijing,China,/beer/tipsy-face-summer-ipa/306748/,39.9059631,116.391248
1022,1022,Great Leap East City Porter,3.27,Porter,5.2,156.0,Beijing,China,/beer/great-leap-east-city-porter/179291/,39.9059631,116.391248
1023,1023,Shanghai North Star IPA,3.26,India Pale Ale (IPA),6.5,195.0,Shanghai,China,/beer/shanghai-north-star-ipa/156574/,31.2253441,121.4888922
1024,1024,Great Leap Hidden General IPA,3.25,Session IPA,4.7,141.0,Beijing,China,/beer/great-leap-hidden-general-ipa/279271/,39.9059631,116.391248
1025,1025,The Brew (Shanghai) Dugite Stout,3.25,Stout,7.0,210.0,Shanghai,China,/beer/the-brew-shanghai-dugite-stout/250020/,31.2253441,121.4888922
1026,1026,Slow Boat Captain's Pale Ale,3.25,American Pale Ale,5.5,165.0,Beijing,China,/beer/slow-boat-captains-pale-ale/164132/,39.9059631,116.391248
1027,1027,Boxing Cat Southpaw Winter Warmer,3.25,Brown Ale,7.1,213.0,Shanghai,China,/beer/boxing-cat-southpaw-winter-warmer/144512/,31.2253441,121.4888922
1028,1028,Arrow Factory Guanxi Pale Ale,3.25,American Pale Ale,4.9,147.0,Beijing,China,/beer/arrow-factory-guanxi-pale-ale/344016/,39.9059631,116.391248
1029,1029,3 Cordilleras Mestiza,3.29,American Pale Ale,4.8,144.0,Medellin,Colombia,/beer/3-cordilleras-mestiza/101434/,6.2180499000000005,-76.6526787
1030,1030,Bogotá Beer Company (BBC) Septimazo IPA,3.25,India Pale Ale (IPA),6.0,180.0,Bogota,Colombia,/beer/bogota-beer-company-bbc-septimazo-ipa/125908/,7.877695599999999,-72.48661820000001
1031,1031,Bogotá Beer Company (BBC) Chia Tipo Weiss,3.19,German Hefeweizen,4.6,138.0,Bogota,Colombia,/beer/bogota-beer-company-bbc-chia-tipo-weiss/41118/,7.877695599999999,-72.48661820000001
1032,1032,Chelarte Pamela Summer Ale,3.15,Wheat Ale,4.8,144.0,Bogota,Colombia,/beer/chelarte-pamela-summer-ale/204711/,7.877695599999999,-72.48661820000001
1033,1033,Statua Rota Lymantria,3.12,Witbier,5.6,168.0,Bogota,Colombia,/beer/statua-rota-lymantria/222400/,7.877695599999999,-72.48661820000001
1034,1034,RagnaröK Porter,3.12,Porter,4.5,135.0,Bogotá,Colombia,/beer/ragnarok-porter/475561/,4.5980772000000005,-74.07610279999999
1035,1035,3 Cordilleras Negra,3.11,Stout,6.4,192.0,Medellin,Colombia,/beer/3-cordilleras-negra/162782/,6.2180499000000005,-76.6526787
1036,1036,Bogotá Beer Company (BBC) Chapinero Porter,3.1,Porter,5.0,150.0,Bogota,Colombia,/beer/bogota-beer-company-bbc-chapinero-porter/41117/,7.877695599999999,-72.48661820000001
1037,1037,Statua Rota  AK-47,3.09,Imperial Stout,9.0,270.0,Bogota,Colombia,/beer/statua-rota-ak-47/505164/,7.877695599999999,-72.48661820000001
1038,1038,Bogotá Beer Company (BBC) Bacatá Blanca,3.07,Witbier,5.0,150.0,Bogota,Colombia,/beer/bogota-beer-company-bbc-bacata-blanca/125909/,7.877695599999999,-72.48661820000001
1039,1039,Club Colombia Reserva Especial,3.07,Amber Lager/Vienna,5.0,150.0,Bogota,Colombia,/beer/club-colombia-reserva-especial/321915/,7.877695599999999,-72.48661820000001
1040,1040,Statua Rota Piernas de Fuego,3.07,Imperial IPA,8.0,240.0,Bogota,Colombia,/beer/statua-rota-piernas-de-fuego/486863/,7.877695599999999,-72.48661820000001
1041,1041,RagnaröK Marzen Oktoberfest,3.06,Oktoberfest/Märzen,6.0,180.0,Bogotá,Colombia,/beer/ragnarok-marzen-oktoberfest/486899/,4.5980772000000005,-74.07610279999999
1043,1043,Bogotá Beer Company (BBC) Policarpa La Fuerte,3.06,Belgian Strong Ale,8.0,240.0,Bogota,Colombia,/beer/bogota-beer-company-bbc-policarpa-la-fuerte/103859/,7.877695599999999,-72.48661820000001
1044,1044,Manigua Llorona,3.04,Saison,6.8,204.0,Bogotá,Colombia,/beer/manigua-llorona/431519/,4.5980772000000005,-74.07610279999999
1046,1046,Manigua Bola,3.04,Golden Ale/Blond Ale,3.0,90.0,Bogotá,Colombia,/beer/manigua-bola/486900/,4.5980772000000005,-74.07610279999999
1047,1047,Golden Lion Colombian Cider,3.04,Cider,4.5,135.0,Bogota,Colombia,/beer/golden-lion-colombian-cider/505554/,7.877695599999999,-72.48661820000001
1048,1048,RagnaröK Kranium Red,3.04,Abbey Dubbel,7.5,225.0,Bogotá,Colombia,/beer/ragnarok-kranium-red/497963/,4.5980772000000005,-74.07610279999999
1049,1049,Chelarte Shakti IPA,3.02,India Pale Ale (IPA),6.7,201.0,Bogota,Colombia,/beer/chelarte-shakti-ipa/505544/,7.877695599999999,-72.48661820000001
1050,1050,Moonshine Apolo Witbier,3.02,Witbier,5.0,150.0,Bogota,Colombia,/beer/moonshine-apolo-witbier/231130/,7.877695599999999,-72.48661820000001
1051,1051,Tierra Santa Ishtana IRA,3.0,Amber Ale,5.3,159.0,Bogotá,Colombia,/beer/tierra-santa-ishtana-ira/501624/,4.5980772000000005,-74.07610279999999
1052,1052,Fierabrás Juana de Arco,3.0,Porter,5.0,150.0,Barranquilla,Colombia,/beer/fierabras-juana-de-arco/338102/,11.01184845,-74.80864608302059
1053,1053,3 Cordilleras 6.47 Especial Negra,3.0,Sweet Stout,6.47,194.0,Medellin,Colombia,/beer/3-cordilleras-647-especial-negra/162780/,6.2180499000000005,-76.6526787
1054,1054,Chelarte Carmela Brown Ale,3.0,Brown Ale,5.0,150.0,Bogota,Colombia,/beer/chelarte-carmela-brown-ale/204713/,7.877695599999999,-72.48661820000001
1055,1055,3 Cordilleras Mulata,2.99,Amber Ale,5.2,156.0,Medellin,Colombia,/beer/3-cordilleras-mulata/101435/,6.2180499000000005,-76.6526787
1056,1056,Apóstol Bock,2.98,Dunkler Bock,6.0,180.0,Sabaneta Antioquia Medellin,Colombia,/beer/apostol-bock/164414/,6.1515344,-75.6153715
1058,1058,Tierra Alta Hefeweissbier,2.98,German Hefeweizen,4.5,135.0,Bogota,Colombia,/beer/tierra-alta-hefeweissbier/511962/,7.877695599999999,-72.48661820000001
1059,1059,Fierabrás María Antonieta,2.98,American Pale Ale,5.0,150.0,Barranquilla,Colombia,/beer/fierabras-marya-antonieta/338101/,11.01184845,-74.80864608302059
1060,1060,Tierra Santa Alpa Golden Ale,2.98,Golden Ale/Blond Ale,5.0,150.0,Bogotá,Colombia,/beer/tierra-santa-alpa-golden-ale/501625/,4.5980772000000005,-74.07610279999999
1061,1061,Chelarte Violeta,2.98,American Pale Ale,5.1,153.0,Bogota,Colombia,/beer/chelarte-violeta/485799/,7.877695599999999,-72.48661820000001
1062,1062,Manigua Muelona,2.98,Premium Bitter/ESB,5.0,150.0,Bogotá,Colombia,/beer/manigua-muelona/486889/,4.5980772000000005,-74.07610279999999
1063,1063,Tierra Santa Ëuja IPA,2.98,India Pale Ale (IPA),6.2,186.0,Bogotá,Colombia,/beer/tierra-santa-euja-ipa/501623/,4.5980772000000005,-74.07610279999999
1064,1064,Colon Roja (Red),2.97,American Pale Ale,5.0,150.0,Bogota,Colombia,/beer/colon-roja-red/40332/,7.877695599999999,-72.48661820000001
1065,1065,Tierra Alta Porter,2.96,Porter,5.0,150.0,Bogota,Colombia,/beer/tierra-alta-porter/505952/,7.877695599999999,-72.48661820000001
1066,1066,Tomahawk American Pale Ale,2.96,American Pale Ale,5.5,165.0,Bogotá,Colombia,/beer/tomahawk-american-pale-ale/482102/,4.5980772000000005,-74.07610279999999
1067,1067,Fierabrás Dulcinea,2.96,Brown Ale,5.0,150.0,Barranquilla,Colombia,/beer/fierabras-dulcinea/338103/,11.01184845,-74.80864608302059
1068,1068,Apóstol Märzen,2.95,Oktoberfest/Märzen,5.3,159.0,Sabaneta Antioquia Medellin,Colombia,/beer/apostol-marzen/104467/,6.1515344,-75.6153715
1069,1069,Tierra Santa Baák Stout,2.94,Stout,5.4,162.0,Bogotá,Colombia,/beer/tierra-santa-baak-stout/501622/,4.5980772000000005,-74.07610279999999
1070,1070,Tomahawk American IPA,2.94,India Pale Ale (IPA),7.0,210.0,Bogotá,Colombia,/beer/tomahawk-american-ipa/505962/,4.5980772000000005,-74.07610279999999
1071,1071,Tomahawk Black IPA,2.94,Black IPA,7.3,219.0,Bogotá,Colombia,/beer/tomahawk-black-ipa/505963/,4.5980772000000005,-74.07610279999999
1072,1072,Bárbaros / Rustica Session White IPA,2.94,Witbier,3.1,93.0,Bogota,Colombia,/beer/barbaros-rustica-session-white-ipa/505973/,7.877695599999999,-72.48661820000001
1073,1073,3Cárites American Pale Ale,2.93,American Pale Ale,5.0,150.0,Bogotá,Colombia,/beer/3carites-american-pale-ale/431485/,4.5980772000000005,-74.07610279999999
1074,1074,Gigante Citra Pale Ale,2.92,American Pale Ale,5.0,150.0,Bogota,Colombia,/beer/gigante-citra-pale-ale/506381/,7.877695599999999,-72.48661820000001
1075,1075,Chelarte Zenaida Oatmeal Stout,2.91,Stout,5.0,150.0,Bogota,Colombia,/beer/chelarte-zenaida-oatmeal-stout/204712/,7.877695599999999,-72.48661820000001
1076,1076,Moonshine Zipa IPA,2.9,India Pale Ale (IPA),5.7,171.0,Bogota,Colombia,/beer/moonshine-zipa-ipa/361906/,7.877695599999999,-72.48661820000001
1077,1077,Chelarte Raquel Pale Ale,2.89,American Pale Ale,5.0,150.0,Bogota,Colombia,/beer/chelarte-raquel-pale-ale/204710/,7.877695599999999,-72.48661820000001
1078,1078,Master Beer Irish Red Ruby,2.89,Irish Ale,6.0,180.0,Bogotá,Colombia,/beer/master-beer-irish-red-ruby/431523/,4.5980772000000005,-74.07610279999999
1080,1080,Ngok,1.96,Pale Lager,5.0,150.0,Brazzaville,Congo,/beer/ngok/62478/,-4.2694407,15.2712256
1081,1081,Matutu Maeva Celebration Ale,3.13,India Pale Ale (IPA),5.0,150.0,Titikaveka Rarotonga,Cook Islands,/beer/matutu-maeva-celebration-ale/360879/,-21.2714969,-159.75753830000002
1082,1082,Matutu Coconut Porter,2.81,Porter,5.5,165.0,Titikaveka Rarotonga,Cook Islands,/beer/matutu-coconut-porter/226401/,-21.2714969,-159.75753830000002
1083,1083,Matutu Mai Lager,2.44,Premium Lager,5.0,150.0,Titikaveka Rarotonga,Cook Islands,/beer/matutu-mai-lager/89343/,-21.2714969,-159.75753830000002
1084,1084,Matutu Brewing Company,2.39,Amber Ale,5.0,150.0,Titikaveka Rarotonga,Cook Islands,/beer/matutu-ale/89342/,-21.2714969,-159.75753830000002
1086,1086,Cooks Lager,2.19,Pale Lager,4.9,147.0,Avarua Rarotonga,Cook Islands,/beer/cooks-lager/15962/,-21.2074736,-159.7708145
1087,1087,Matutu Kiva Pale Ale,2.18,English Pale Ale,5.0,150.0,Titikaveka Rarotonga,Cook Islands,/beer/matutu-kiva-pale-ale/79467/,-21.2714969,-159.75753830000002
1088,1088,Cooks Darkie,2.08,Dunkel/Tmavý,4.5,135.0,Avarua Rarotonga,Cook Islands,/beer/cooks-darkie/142141/,-21.2074736,-159.7708145
1089,1089,La Chimbilaca Lapa Verde,3.26,Porter,5.8,174.0,San Jose,Costa Rica,/beer/la-chimbilaca-lapa-verde/393197/,-23.2163831,-65.3503819
1090,1090,Costa Rica's Segua Red Ale,3.25,Irish Ale,5.0,150.0,Cartago,Costa Rica,/beer/costa-ricas-segua-red-ale/136438/,9.788981800000002,-83.9047598511505
1092,1092,Belmar Nubosa Tropical Stout,3.23,Foreign Stout,7.5,225.0,Monteverde,Costa Rica,/beer/belmar-nubosa-tropical-stout/337860/,10.305530000000001,-84.8096412
1093,1093,Belmar Dos Mares India Pale Ale,3.21,India Pale Ale (IPA),6.5,195.0,Monteverde,Costa Rica,/beer/belmar-dos-mares-india-pale-ale/337859/,10.305530000000001,-84.8096412
1094,1094,Costa Rica's Malacrianza Scottish Ale,3.21,Scottish Ale,6.2,186.0,Cartago,Costa Rica,/beer/costa-ricas-malacrianza-scottish-ale/161104/,9.788981800000002,-83.9047598511505
1095,1095,Treintaycinco Ensayo #10 Citric DIPA,3.19,Imperial IPA,8.0,240.0,Escazu,Costa Rica,/beer/treintaycinco-ensayo-10-citric-dipa/393183/,9.917358,-84.14107172691101
1096,1096,O.S. Beer Nikkos,3.16,Amber Ale,6.7,201.0,San Jose,Costa Rica,/beer/os-beer-nikkos/358638/,-23.2163831,-65.3503819
1097,1097,Treintaycinco La Pelona,3.15,India Pale Ale (IPA),6.0,180.0,Escazu,Costa Rica,/beer/treintaycinco-la-pelona/250006/,9.917358,-84.14107172691101
1098,1098,PerroVida Diogenes,3.15,Imperial IPA,8.0,240.0,San Rafael Norte,Costa Rica,/beer/perrovida-diogenes/265580/,9.4073295,-83.71189790000001
1100,1100,La Micro Domingo Mano Roja Red Ale,3.14,Amber Ale,5.5,165.0,Heredia,Costa Rica,/beer/la-micro-domingo-mano-roja-red-ale/395354/,10.17778125,-84.0591841807008
1101,1101,Treintaycinco Tumba Calzones,3.12,Saison,5.0,150.0,Escazu,Costa Rica,/beer/treintaycinco-tumba-calzones/237621/,9.917358,-84.14107172691101
1103,1103,La Micro Domingo Lagarta Fruity Ale,3.12,Fruit Beer,4.2,126.0,Heredia,Costa Rica,/beer/la-micro-domingo-lagarta-fruity-ale/398714/,10.17778125,-84.0591841807008
1104,1104,Costa Rica's DOTA,3.11,Fruit Beer,4.0,120.0,San Jose,Costa Rica,/beer/costa-ricas-dota/453686/,-23.2163831,-65.3503819
1105,1105,Treintaycinco TreintayC,3.11,India Pale Ale (IPA),6.5,195.0,Escazu,Costa Rica,/beer/treintaycinco-treintayc/237628/,9.917358,-84.14107172691101
1106,1106,Cerveceria K & S,3.09,Dunkler Bock,6.2,186.0,San Jose,Costa Rica,/beer/ks-chivo-blanco/9340/,-23.2163831,-65.3503819
1107,1107,Treintaycinco Maldita Vida,3.09,Barley Wine,9.8,294.0,Escazu,Costa Rica,/beer/treintaycinco-maldita-vida/237629/,9.917358,-84.14107172691101
1108,1108,Treintaycinco Majadera Pale Ale,3.09,American Pale Ale,5.0,150.0,Escazu,Costa Rica,/beer/treintaycinco-majadera-pale-ale/531630/,9.917358,-84.14107172691101
1109,1109,Treintaycinco Mamacandela,3.09,Sweet Stout,7.8,234.0,Escazu,Costa Rica,/beer/treintaycinco-mamacandela/249886/,9.917358,-84.14107172691101
1111,1111,Costa Rica's Libertas Tropical Golden Ale,3.08,Golden Ale/Blond Ale,4.7,141.0,Cartago,Costa Rica,/beer/costa-ricas-libertas-tropical-golden-ale/136391/,9.788981800000002,-83.9047598511505
1112,1112,Cerveceria K & S,3.07,Pilsener,4.8,144.0,San Jose,Costa Rica,/beer/ks-pilsner/9339/,-23.2163831,-65.3503819
1113,1113,Primate Sabotage,3.06,Session IPA,5.0,150.0,San Jose,Costa Rica,/beer/primate-sabotage/511934/,-23.2163831,-65.3503819
1114,1114,Primate San Jose IPA,3.06,India Pale Ale (IPA),7.0,210.0,San Jose,Costa Rica,/beer/primate-san-jose-ipa/393190/,-23.2163831,-65.3503819
1115,1115,Costa Rica's Wheat Beer With Cas,3.03,Wheat Ale,4.5,135.0,Cartago,Costa Rica,/beer/costa-ricas-wheat-beer-with-cas/163238/,9.788981800000002,-83.9047598511505
1118,1118,Cerveceria K & S,3.02,Dunkel/Tmavý,4.2,126.0,San Jose,Costa Rica,/beer/ks-dunkel/41357/,-23.2163831,-65.3503819
1119,1119,Calle Cimarrona Diablito,3.02,India Pale Ale (IPA),6.7,201.0,San José,Costa Rica,/beer/calle-cimarrona-diablito/512158/,9.932542699999999,-84.0795782
1121,1121,Domingo 7 Conejo Mago IPA,3.0,India Pale Ale (IPA),6.2,186.0,Heredia,Costa Rica,/beer/domingo-7-conejo-mago-ipa/539380/,10.17778125,-84.0591841807008
1123,1123,Treintaycinco 212 IPA,3.0,India Pale Ale (IPA),6.5,195.0,Escazu,Costa Rica,/beer/treintaycinco-212-ipa/291000/,9.917358,-84.14107172691101
1124,1124,Belmar Aurorae Pale Ale,3.0,American Pale Ale,5.4,162.0,Monteverde,Costa Rica,/beer/belmar-aurorae-pale-ale/337858/,10.305530000000001,-84.8096412
